ID,Year,Event,Date,Week Num,Week Show,P/S/F,Perf,School Full,State,MPI,MPE,Mus Avg,VPI,VPE,Vis Avg,MGE1,MGE2,MGE Tot,VGE,GE Tot,Subtotal,Pen,Total,Place: Class,Class,Place: Panel,Place: Overall,Semis/Finals?,GN Finals?,Show Concat,SchoolConcat,MPI Rank,MPE Rank,Mus Avg Rank,VPI Rank,VPE Rank,Vis Avg Rank,MGE1 Rank,MGE2 Rank,MGE Tot Rank,VGE Rank,GE Tot Rank,Subtotal Rank,Total Rank
428,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,9,"McAllen Nikki Rowe H.S., TX",TX,13.000,11.200,12.100,11.900,11.300,11.600,11.200,11.400,22.600,11.600,34.200,57.900,0,57.900,10,AAA,,24,,,,"McAllen Nikki Rowe H.S., TX57.9",20,25,24,24,24,25,22,23,23,25,23,24,24
429,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,14,"Economedes H.S., TX",TX,12.700,11.600,12.150,12.300,11.000,11.650,10.800,10.600,21.400,12.400,33.800,57.600,1,56.600,11,AAA,,25,,,,"Economedes H.S., TX56.6",23,24,23,22,25,24,24,25,25,22,25,25,25
430,2024,Toledo Regional,9/14/2024,1,15.00,Finals,7,"Homestead H.S., IN",IN,15.800,15.200,15.500,15.600,15.400,15.500,15.600,15.300,30.900,15.400,46.300,77.300,0,77.300,,AAA,,1,,,,"Homestead H.S., IN77.3",2,4,3,1,1,1,2,3,3,1,2,1,1
431,2024,Toledo Regional,9/14/2024,1,15.00,Finals,9,"Jenison H.S., MI",MI,16.000,15.800,15.900,14.600,14.600,14.600,15.800,15.800,31.600,15.100,46.700,77.200,0,77.200,,AA,,2,,,,"Jenison H.S., MI77.2",1,1,1,4,4,5,1,1,1,2,1,2,2
432,2024,Toledo Regional,9/14/2024,1,15.00,Finals,10,"Rockford H.S., MI",MI,15.700,15.600,15.650,14.400,15.200,14.800,15.500,15.500,31.000,14.200,45.200,75.650,0,75.650,,AAA,,3,,,,"Rockford H.S., MI75.65",3,2,2,6,2,3,3,2,2,5,3,3,3
433,2024,Toledo Regional,9/14/2024,1,15.00,Finals,12,"Carroll H.S., IN",IN,15.200,15.400,15.300,15.300,14.200,14.750,15.300,14.900,30.200,14.250,44.450,74.500,0,74.500,,AAAA,,4,,,,"Carroll H.S., IN74.5",5,3,4,2,6,4,4,4,4,4,4,4,4
434,2024,Toledo Regional,9/14/2024,1,15.00,Finals,8,"Goshen H.S., IN",IN,15.400,14.900,15.150,14.800,14.900,14.850,14.900,14.600,29.500,14.500,44.000,74.000,0.3,73.700,,AA,,5,,,,"Goshen H.S., IN73.7",4,6,5,3,3,2,6,5,5,3,5,5,5
435,2024,Toledo Regional,9/14/2024,1,15.00,Finals,11,"Plymouth-Canton Educational Park, MI",MI,15.000,15.000,15.000,14.500,14.400,14.450,15.100,14.200,29.300,13.850,43.150,72.600,0,72.600,,AAAA,,6,,,,"Plymouth-Canton Educational Park, MI72.6",6,5,6,5,5,6,5,6,6,7,6,6,6
436,2024,Toledo Regional,9/14/2024,1,15.00,Finals,2,"Lake Orion H.S., MI",MI,14.000,13.500,13.750,13.900,12.500,13.200,14.000,14.100,28.100,14.100,42.200,69.150,0,69.150,,AAA,,7,,,,"Lake Orion H.S., MI69.15",12,11,12,8,12,11,10,7,8,6,7,7,7
437,2024,Toledo Regional,9/14/2024,1,15.00,Finals,1,"Reeths-Puffer H.S., MI",MI,14.200,13.800,14.000,13.700,13.900,13.800,13.400,13.700,27.100,13.800,40.900,68.700,0,68.700,,AA,,8,,,,"Reeths-Puffer H.S., MI68.7",11,10,10,9,7,7,12,9,12,8,9,8,8
438,2024,Toledo Regional,9/14/2024,1,15.00,Finals,3,"Davenport Central H.S., IA",IA,14.600,13.200,13.900,13.600,13.100,13.350,14.500,13.900,28.400,13.000,41.400,68.650,0,68.650,,AA,,9,,,,"Davenport Central H.S., IA68.65",8,12,11,10,10,9,7,8,7,11,8,9,9
439,2024,Toledo Regional,9/14/2024,1,15.00,Finals,6,"Miamisburg H.S., OH",OH,14.500,14.500,14.500,12.900,13.700,13.300,14.400,13.200,27.600,13.100,40.700,68.500,0,68.500,,AA,,10,,,,"Miamisburg H.S., OH68.5",9,7,8,12,8,10,8,11,9,10,10,10,10
440,2024,Toledo Regional,9/14/2024,1,15.00,Finals,5,"Archbishop Alter H.S., OH",OH,14.400,14.000,14.200,14.000,13.300,13.650,14.300,13.000,27.300,13.200,40.500,68.350,0,68.350,,A,,11,,,,"Archbishop Alter H.S., OH68.35",10,9,9,7,9,8,9,12,10,9,11,11,11
441,2024,Toledo Regional,9/14/2024,1,15.00,Finals,4,"L'Anse Creuse H.S., MI",MI,14.800,14.300,14.550,13.500,12.800,13.150,13.800,13.400,27.200,12.800,40.000,67.700,0,67.700,,AA,,12,,,,"L'Anse Creuse H.S., MI67.7",7,8,7,11,11,12,11,10,11,12,12,12,12
442,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,15,"Homestead H.S., IN",IN,15.600,15.500,15.550,15.500,16.100,15.800,16.500,15.600,32.100,15.400,47.500,78.850,0.3,78.550,1,AAA,,1,,,,"Homestead H.S., IN78.55",1,1,1,1,1,1,2,2,2,2,2,1,1
443,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,17,"Jenison H.S., MI",MI,15.400,14.200,14.800,15.300,14.400,14.850,16.700,16.000,32.700,14.900,47.600,77.250,0,77.250,1,AA,,2,,,,"Jenison H.S., MI77.25",2,4,3,2,6,3,1,1,1,4,1,2,2
444,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,9,"Rockford H.S., MI",MI,15.200,15.000,15.100,14.200,14.800,14.500,16.100,15.200,31.300,14.300,45.600,75.200,0,75.200,2,AAA,,3,,,,"Rockford H.S., MI75.2",3,2,2,6,3,5,3,3,3,6,4,3,3
445,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,6,"Goshen H.S., IN",IN,14.400,14.500,14.450,14.300,14.200,14.250,15.700,14.600,30.300,15.800,46.100,74.800,0,74.800,2,AA,,4,,,,"Goshen H.S., IN74.8",5,3,4,5,7,6,4,5,4,1,3,4,4
446,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,10,"Carroll H.S., IN",IN,14.100,12.900,13.500,15.100,15.000,15.050,15.500,14.800,30.300,14.100,44.400,72.950,0,72.950,1,AAAA,,5,,,,"Carroll H.S., IN72.95",6,9,6,3,2,2,5,4,4,7,5,5,5
447,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,1,"Plymouth-Canton Educational Park, MI",MI,14.800,13.800,14.300,14.700,14.600,14.650,15.000,13.900,28.900,15.100,44.000,72.950,0.3,72.650,2,AAAA,,6,,,,"Plymouth-Canton Educational Park, MI72.65",4,5,5,4,4,4,6,6,6,3,6,5,6
448,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,5,"Davenport Central H.S., IA",IA,13.200,13.500,13.350,13.100,14.500,13.800,13.800,13.500,27.300,14.600,41.900,69.050,0,69.050,3,AA,,7,,,,"Davenport Central H.S., IA69.05",10,6,9,10,5,8,11,8,9,5,7,7,7
449,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,11,"Reeths-Puffer H.S., MI",MI,13.400,12.300,12.850,14.100,13.600,13.850,14.800,13.000,27.800,13.600,41.400,68.100,0,68.100,4,AA,,8,,,,"Reeths-Puffer H.S., MI68.1",9,11,10,7,9,7,7,11,7,8,8,8,8
450,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,3,"Lake Orion H.S., MI",MI,13.800,13.100,13.450,13.700,13.700,13.700,14.600,12.700,27.300,12.700,40.000,67.150,0,67.150,3,AAA,,9,,,,"Lake Orion H.S., MI67.15",7,8,7,8,8,9,8,12,9,12,11,9,9
451,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,16,"L'Anse Creuse H.S., MI",MI,13.600,13.300,13.450,12.700,13.000,12.850,14.200,13.100,27.300,13.100,40.400,66.700,0,66.700,5,AA,,10,,,,"L'Anse Creuse H.S., MI66.7",8,7,7,12,12,11,10,10,9,10,9,10,10
452,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,4,"Miamisburg H.S., OH",OH,13.000,12.500,12.750,13.400,13.300,13.350,14.400,13.200,27.600,12.500,40.100,66.200,0,66.200,6,AA,,11,,,,"Miamisburg H.S., OH66.2",11,10,11,9,10,10,9,9,8,13,10,11,11
453,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,12,"Archbishop Alter H.S., OH",OH,12.500,12.200,12.350,12.550,12.300,12.425,13.600,13.700,27.300,11.800,39.100,63.875,0,63.875,1,A,,12,,,,"Archbishop Alter H.S., OH63.875",13,12,12,13,14,14,12,7,9,16,12,12,12
454,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,14,"Plainfield Central H.S., IL",IL,12.100,11.800,11.950,12.500,13.100,12.800,12.200,12.000,24.200,12.200,36.400,61.150,0,61.150,4,AAA,,13,,,,"Plainfield Central H.S., IL61.15",15,13,14,14,11,12,14,14,14,14,15,14,13
455,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,2,"Hudsonville H.S., MI",MI,12.300,11.600,11.950,12.900,12.100,12.500,12.000,11.200,23.200,13.300,36.500,60.950,0,60.950,5,AAA,,14,,,,"Hudsonville H.S., MI60.95",14,14,14,11,15,13,15,15,15,9,14,15,14
456,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,8,"Central Crossing H.S., OH",OH,12.600,11.400,12.000,12.300,12.400,12.350,13.100,12.300,25.400,11.500,36.900,61.250,0.6,60.650,7,AA,,15,,,,"Central Crossing H.S., OH60.65",12,15,13,16,13,15,13,13,13,17,13,13,15
457,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,13,"Webster H.S., NY",NY,11.800,11.200,11.500,12.000,11.700,11.850,11.800,10.700,22.500,13.000,35.500,58.850,0,58.850,3,AAAA,,16,,,,"Webster H.S., NY58.85",16,16,16,17,16,16,16,17,16,11,16,16,16
458,2024,Toledo Regional,9/14/2024,1,10.00,Prelims,7,"Grant H.S., MI",MI,11.400,11.000,11.200,12.400,11.300,11.850,11.600,10.900,22.500,12.100,34.600,57.650,0,57.650,2,A,,17,,,,"Grant H.S., MI57.65",17,17,17,15,17,16,17,16,16,15,17,17,17
